Date,Receipt Number,Line Type,Customer Code,Customer Name,Note,Quantity,Subtotal,Sales Tax,Discount,Loyalty,Total,Paid,Details,Register,User,Status,Sku,AccountCodeSale,AccountCodePurchase,State,Attributes
2026-08-30 10:34:43,150,Sale,WALKIN,,,1,32.99,2.89,0.00000,0.00000,35.88,,1 X Cornflower Catchall Plate- Emerald,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-30 10:34:43,150,Sale Line,,,,1.00000,32.99000,2.88663,0.00000,0.00000,35.87663,,Cornflower Catchall Plate- Emerald,,,,10022,,,,
2026-08-30 10:34:33,150,Payment,,,,,,,,,,35.88000,Lightspeed Payments,,,,,,,,
2026-08-29 14:09:31,149,Sale,WALKIN,,,7,170.89,14.95,0.00000,0.00000,185.84,,"1 X Porter Lane Home - Custom Fall Pattern Tea Towel + 1 X Pressed Clear Martini Glasses - Set of 4 + 1 X Cotton Napkins w/ Stripes, 2 Colors, Set of 4 + 1 X Mango Wood Curved Cheese/Serving Board with Handle, Natural + 1 X Flower Bowl + 1 X Flower Bowl + 1 X Marble Dish",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-29 14:09:31,149,Sale Line,,,,1.00000,15.95000,1.39563,0.00000,0.00000,17.34563,,Porter Lane Home - Custom Fall Pattern Tea Towel / White,,,,TT-AC8114CW,,,,
2026-08-29 14:09:31,149,Sale Line,,,,1.00000,59.99000,5.24913,0.00000,0.00000,65.23913,,Pressed Clear Martini Glasses - Set of 4,,,,GT535E,,,,
2026-08-29 14:09:31,149,Sale Line,,,,1.00000,26.99000,2.36163,0.00000,0.00000,29.35163,,"Cotton Napkins w/ Stripes, 2 Colors, Set of 4",,,,DF7593,,,,
2026-08-29 14:09:31,149,Sale Line,,,,1.00000,39.99000,3.49913,0.00000,0.00000,43.48913,,"Mango Wood Curved Cheese/Serving Board with Handle, Natural",,,,DG1801,,,,
2026-08-29 14:09:31,149,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,Flower Bowl,,,,10245,,,,
2026-08-29 14:09:31,149,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,Flower Bowl,,,,10245,,,,
2026-08-29 14:09:31,149,Sale Line,,,,1.00000,11.99000,1.04913,0.00000,0.00000,13.03913,,Marble Dish,,,,10228,,,,
2026-08-29 14:09:19,149,Payment,,,,,,,,,,185.84000,Lightspeed Payments,,,,,,,,
2026-08-29 12:09:52,148,Sale,WALKIN,,,3,23.93,2.09,0.00000,0.00000,26.02,,1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X Porter Lane Home - Custom Fall Pattern Tea Towel,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-29 12:09:52,148,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-29 12:09:52,148,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-29 12:09:52,148,Sale Line,,,,1.00000,15.95000,1.39563,0.00000,0.00000,17.34563,,Porter Lane Home - Custom Fall Pattern Tea Towel / White,,,,TT-AC8114CW,,,,
2026-08-29 12:09:47,148,Payment,,,,,,,,,,26.02000,Lightspeed Payments,,,,,,,,
2026-08-29 12:08:26,147,Sale,WALKIN,,,3,11.97,1.05,0.00000,0.00000,13.02,,1 X 1st Edition Notecards + 1 X 1st Edition Notecards + 1 X 1st Edition Notecards,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-29 12:08:26,147,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-29 12:08:26,147,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-29 12:08:26,147,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-29 12:08:20,147,Payment,,,,,,,,,,13.02000,Lightspeed Payments,,,,,,,,
2026-08-29 12:04:01,146,Sale,WALKIN,,,2,9.18,0.80,0.00000,0.00000,9.98,,1 X Match - Rare Snakes + 1 X Match - Darling Paper Rose,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-29 12:04:01,146,Sale Line,,,,1.00000,4.59000,0.40163,0.00000,0.00000,4.99163,,Match - Rare Snakes,,,,0901562,,,,
2026-08-29 12:04:01,146,Sale Line,,,,1.00000,4.59000,0.40163,0.00000,0.00000,4.99163,,Match - Darling Paper Rose,,,,0901567,,,,
2026-08-29 12:03:52,146,Payment,,,,,,,,,,9.98000,Lightspeed Payments,,,,,,,,
2026-08-29 11:25:54,145,Sale,WALKIN,,,1,13.99,1.22,0.00000,0.00000,15.21,,"1 X French Flat Spatula, Fruitwood",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-29 11:25:54,145,Sale Line,,,,1.00000,13.99000,1.22413,0.00000,0.00000,15.21413,,"French Flat Spatula, Fruitwood",,,,REY434U,,,,
2026-08-29 11:25:43,145,Payment,,,,,,,,,,15.21000,Lightspeed Payments,,,,,,,,
2026-08-28 20:24:52,99,Sale,WALKIN,,this older,-6,-266.94,-23.36,0.00000,0.00000,-290.3,,"-1 X Vintage Hotel Silver 5-piece Flatware Set + -1 X Vintage Hotel Silver 5-piece Flatware Set + -1 X Cast Iron Bee Bottle Opener, Distressed Gold Finish + -1 X Vintage Marble Bowl + -1 X Stoneware Berry Bowl with Glaze + -1 X Crochet Lace Tea Towels S/2",Main Register,eric@pepperandolive.com,SAVED,,,,parked,
2026-08-28 20:24:52,99,Sale Line,,,,-1.00000,-49.99000,-4.37413,0.00000,0.00000,-54.36413,,Vintage Hotel Silver 5-piece Flatware Set,,,,AMA100U,,,,
2026-08-28 20:24:52,99,Sale Line,,,,-1.00000,-49.99000,-4.37413,0.00000,0.00000,-54.36413,,Vintage Hotel Silver 5-piece Flatware Set,,,,AMA100U,,,,
2026-08-28 20:24:52,99,Sale Line,,,,-1.00000,-7.99000,-0.69913,0.00000,0.00000,-8.68913,,"Cast Iron Bee Bottle Opener, Distressed Gold Finish",,,,DF9261,,,,
2026-08-28 20:24:52,99,Sale Line,,,,-1.00000,-89.99000,-7.87413,0.00000,0.00000,-97.86413,,Vintage Marble Bowl,,,,10275,,,,
2026-08-28 20:24:52,99,Sale Line,,,,-1.00000,-19.99000,-1.74913,0.00000,0.00000,-21.73913,,Stoneware Berry Bowl with Glaze,,,,DF4312,,,,
2026-08-28 20:24:52,99,Sale Line,,,,-1.00000,-48.99000,-4.28663,0.00000,0.00000,-53.27663,,Crochet Lace Tea Towels S/2,,,,4-7886,,,,
2026-08-28 15:08:17,144,Sale,WALKIN,,,2,78.98,6.91,0.00000,0.00000,85.89,,1 X Farmhouse Pottery Crock + 1 X Friendship Notecards - Assorted Set of 20,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-28 15:08:17,144,Sale Line,,,,1.00000,74.99000,6.56163,0.00000,0.00000,81.55163,,Farmhouse Pottery Crock,,,,10284,,,,
2026-08-28 15:08:17,144,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,Friendship Notecards - Assorted Set of 20,,,,PP423,,,,
2026-08-28 15:08:10,144,Payment,,,,,,,,,,85.89000,Lightspeed Payments,,,,,,,,
2026-08-28 14:37:03,143,Sale,WALKIN,,,1,24.99,2.19,0.00000,0.00000,27.18,,1 X White Stone Candles,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-28 14:37:03,143,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Mavericks,,,,10199,,,,
2026-08-28 14:36:51,143,Payment,,,,,,,,,,27.18000,Lightspeed Payments,,,,,,,,
2026-08-27 16:52:04,142,Sale,WALKIN,,,3,94.93,8.31,0.00000,0.00000,103.24,,1 X Friendship Notecards - Assorted Set of 20 + 1 X Porter Lane Home - Custom Fall Pattern Tea Towel + 1 X The Handwoven Mail Basket,Main Register,shannon@pepperandolive.com,CLOSED,,,,closed,
2026-08-27 16:52:04,142,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,Friendship Notecards - Assorted Set of 20,,,,PP423,,,,
2026-08-27 16:52:04,142,Sale Line,,,,1.00000,15.95000,1.39563,0.00000,0.00000,17.34563,,Porter Lane Home - Custom Fall Pattern Tea Towel / White,,,,TT-AC8114CW,,,,
2026-08-27 16:52:04,142,Sale Line,,,,1.00000,74.99000,6.56163,0.00000,0.00000,81.55163,,The Handwoven Mail Basket,,,,SKU0006,,,,
2026-08-27 16:51:53,142,Payment,,,,,,,,,,103.24000,Lightspeed Payments,,,,,,,,
2026-08-26 13:11:57,141,Sale,WALKIN,,,2,29.94,2.62,0.00000,0.00000,32.56,,1 X Wood Handle Measuring Spoons Set + 1 X Porter Lane Home - Custom Fall Pattern Tea Towel,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-26 13:11:57,141,Sale Line,,,,1.00000,13.99000,1.22413,0.00000,0.00000,15.21413,,Wood Handle Measuring Spoons Set,,,,KTWD088,,,,
2026-08-26 13:11:57,141,Sale Line,,,,1.00000,15.95000,1.39563,0.00000,0.00000,17.34563,,Porter Lane Home - Custom Fall Pattern Tea Towel / White,,,,TT-AC8114CW,,,,
2026-08-26 13:11:50,141,Payment,,,,,,,,,,32.56000,Lightspeed Payments,,,,,,,,
2026-08-26 13:06:01,140,Sale,WALKIN,,,1,36.95,3.23,0.00000,0.00000,40.18,,1 X Porter Lane Home - Ruffle Pin Stripe Apron,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-26 13:06:01,140,Sale Line,,,,1.00000,36.95000,3.23313,0.00000,0.00000,40.18313,,Porter Lane Home - Ruffle Pin Stripe Apron / Rust,,,,ARPSRUST,,,,
2026-08-26 13:05:34,140,Payment,,,,,,,,,,40.18000,Lightspeed Payments,,,,,,,,
2026-08-25 13:29:46,139,Sale,Cara-96B2,Cara Paxman,,9,425.92,37.27,-49.00000,0.00000,463.19,,"1 X 10” Moss Green Beeswax Hand-Dipped Taper Candles (Pair) + 1 X 10” Moss Green Beeswax Hand-Dipped Taper Candles (Pair) + 1 X Glass Hurricane with Marble Base Taper Holder, White, Set of 2 + 1 X Glass Hurricane with Marble Base Taper Holder, White, Set of 2 + 1 X Glass Hurricane with Marble Base Taper Holder, White, Set of 2 + 1 X Bistro Glass Salt Cellar + 1 X Flameless Rechargeable Candle Lighter - Gold + 1 X Provence Jar + 1 X FOUND",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,17.99000,1.57413,0.00000,0.00000,19.56413,,10” Moss Green Beeswax Hand-Dipped Taper Candles (Pair),,,,123456,,,,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,17.99000,1.57413,0.00000,0.00000,19.56413,,10” Moss Green Beeswax Hand-Dipped Taper Candles (Pair),,,,123456,,,,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,59.99000,5.24913,0.00000,0.00000,65.23913,,"Glass Hurricane with Marble Base Taper Holder, White, Set of 2",,,,DG1776,,,,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,59.99000,5.24913,0.00000,0.00000,65.23913,,"Glass Hurricane with Marble Base Taper Holder, White, Set of 2",,,,DG1776,,,,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,59.99000,5.24913,0.00000,0.00000,65.23913,,"Glass Hurricane with Marble Base Taper Holder, White, Set of 2",,,,DG1776,,,,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,18.99000,1.66163,0.00000,0.00000,20.65163,,Bistro Glass Salt Cellar,,,,GMN710U,,,,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,16.99000,1.48663,0.00000,0.00000,18.47663,,Flameless Rechargeable Candle Lighter - Gold,,,,10043,,,,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,124.99000,10.93663,0.00000,0.00000,135.92663,,Provence Jar,,,,10271,,,,
2026-08-25 13:29:46,139,Sale Line,,,,1.00000,49.00000,4.28750,-49.00000,0.00000,53.28750,,FOUND,,,,10051,,,,
2026-08-25 13:29:38,139,Payment,,,,,,,,,,463.19000,Lightspeed Payments,,,,,,,,
2026-08-25 13:17:27,138,Sale,WALKIN,,,9,195.91,17.14,0.00000,0.00000,213.05,,"1 X Vintage Wooden Dishwashing Brush + 1 X 10” Moss Green Beeswax Hand-Dipped Taper Candles (Pair) + 1 X 10” Natural Beeswax Hand-Dipped Taper Candles (Pair) + 1 X Kitchen Tea Towel, Vintage Navy Blue Stripe, Set of 2 + 1 X Food Safe Wood Board Wax, Beeswax and Coconut Oil, Rosemary and Sage + 1 X all natural dish soap-rosemary mint + 1 X KORISSA - Handmade Bread Warmer & Wicker Basket - Vintage flower + 1 X 1st Edition Notecards + 1 X 1st Edition Notecards",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,13.99000,1.22413,0.00000,0.00000,15.21413,,Vintage Wooden Dishwashing Brush / Horsehair,,,,CL-BR-WD-HO-015,,,,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,17.99000,1.57413,0.00000,0.00000,19.56413,,10” Moss Green Beeswax Hand-Dipped Taper Candles (Pair),,,,123456,,,,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,14.99000,1.31163,0.00000,0.00000,16.30163,,10” Natural Beeswax Hand-Dipped Taper Candles (Pair),,,,1234567,,,,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,29.99000,2.62413,0.00000,0.00000,32.61413,,"Kitchen Tea Towel, Vintage Navy Blue Stripe, Set of 2",,,,QMN103U,,,,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,27.99000,2.44913,0.00000,0.00000,30.43913,,"Food Safe Wood Board Wax, Beeswax and Coconut Oil, Rosemary and Sage",,,,REY600,,,,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,all natural dish soap-rosemary mint,,,,10184,,,,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,62.99000,5.51163,0.00000,0.00000,68.50163,,KORISSA - Handmade Bread Warmer & Wicker Basket - Vintage flower,,,,H-BW-N-01-GJ,,,,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-25 13:17:27,138,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-25 13:17:16,138,Payment,,,,,,,,,,213.05000,Lightspeed Payments,,,,,,,,
2026-08-23 12:46:00,137,Sale,WALKIN,,,4,40.96,3.58,0.00000,0.00000,44.54,,"1 X Big Sur · 2oz Travel Room Spray + 1 X Cast Iron Bee Bottle Opener, Distressed Gold Finish + 1 X Berry Bowl White + 1 X Berry Bowl White",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-23 12:46:00,137,Sale Line,,,,1.00000,12.99000,1.13663,0.00000,0.00000,14.12663,,Big Sur · 2oz Travel Room Spray,,,,10046,,,,
2026-08-23 12:46:00,137,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Bee Bottle Opener, Distressed Gold Finish",,,,DF9261,,,,
2026-08-23 12:46:00,137,Sale Line,,,,1.00000,9.99000,0.87413,0.00000,0.00000,10.86413,,Berry Bowl White,,,,10247,,,,
2026-08-23 12:46:00,137,Sale Line,,,,1.00000,9.99000,0.87413,0.00000,0.00000,10.86413,,Berry Bowl White,,,,10247,,,,
2026-08-23 12:45:48,137,Payment,,,,,,,,,,44.54000,Lightspeed Payments,,,,,,,,
2026-08-23 12:12:46,136,Sale,WALKIN,,,2,32.98,2.89,0.00000,0.00000,35.87,,"1 X Hinged Brass Candle Snuffer- Vintage Style | 7"" | Candles + 1 X Flameless Rechargeable Candle Lighter - Gold",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-23 12:12:46,136,Sale Line,,,,1.00000,15.99000,1.39913,0.00000,0.00000,17.38913,,"Hinged Brass Candle Snuffer- Vintage Style | 7"" | Candles",,,,5885,,,,
2026-08-23 12:12:46,136,Sale Line,,,,1.00000,16.99000,1.48663,0.00000,0.00000,18.47663,,Flameless Rechargeable Candle Lighter - Gold,,,,10043,,,,
2026-08-23 12:12:39,136,Payment,,,,,,,,,,35.87000,Lightspeed Payments,,,,,,,,
2026-08-23 11:05:06,135,Sale,WALKIN,,,1,24.99,2.19,0.00000,0.00000,27.18,,1 X Zen Garden · White Tea & Mandarin Spa Candle · Amber 8oz,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-23 11:05:06,135,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,Zen Garden · White Tea & Mandarin Spa Candle · Amber 8oz,,,,SCS24AJ,,,,
2026-08-23 11:04:56,135,Payment,,,,,,,,,,27.18000,Lightspeed Payments,,,,,,,,
2026-08-22 17:02:01,134,Sale,WALKIN,,,1,23.09,2.02,0.00000,0.00000,25.11,,"-1 X Discount + 1 X Cast Iron Mouse, 3 Styles + 1 X Flower bowls set of 4",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-22 17:02:01,134,Sale Line,,,,-1.00000,-9.89400,-0.86573,0.00000,0.00000,-10.75973,,Discount,,,,vend-discount,,,,
2026-08-22 17:02:01,134,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-22 17:02:01,134,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,Flower bowls set of 4,,,,DF6034,,,,
2026-08-22 17:01:53,134,Payment,,,,,,,,,,25.11000,Lightspeed Payments,,,,,,,,
2026-08-22 16:21:53,133,Sale,WALKIN,,,2,12.98,1.14,0.00000,0.00000,14.12,,1 X Matches - Moths + 1 X 1st Edition Notecards,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-22 16:21:53,133,Sale Line,,,,1.00000,8.99000,0.78663,0.00000,0.00000,9.77663,,Matches - Moths,,,,0905403,,,,
2026-08-22 16:21:53,133,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-22 16:21:46,133,Payment,,,,,,,,,,14.12000,Lightspeed Payments,,,,,,,,
2026-08-22 15:50:31,132,Sale,WALKIN,,,2,49.98,4.37,0.00000,0.00000,54.35,,1 X California Candle · Amber Jar 8oz + 1 X White Stone Candles,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-22 15:50:31,132,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,California Candle · Amber Jar 8oz,,,,10041,,,,
2026-08-22 15:50:31,132,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,White Stone Candles / Grapefruit and Fig,,,,10198,,,,
2026-08-22 15:50:22,132,Payment,,,,,,,,,,54.35000,Lightspeed Payments,,,,,,,,
2026-08-22 15:39:50,131,Sale,WALKIN,,,1,4.59,0.40,0.00000,0.00000,4.99,,1 X Match - Darling Paper Rose,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-22 15:39:50,131,Sale Line,,,,1.00000,4.59000,0.40163,0.00000,0.00000,4.99163,,Match - Darling Paper Rose,,,,0901567,,,,
2026-08-22 15:39:46,131,Payment,,,,,,,,,,5.00000,Cash,,,,,,,,
2026-08-22 15:39:50,131,Payment,,,,,,,,,,-0.01000,Cash,,,,,,,,
2026-08-22 13:30:08,130,Sale,WALKIN,,,14,1581.86,138.41,0.00000,0.00000,1720.27,,"1 X The Belgian Towel Fouta 110x180cm + 1 X Velvet Tuft Round Cushion, Gold + 1 X Velvet Tuft Round Cushion, Gold + 1 X The Belgian Towel Fouta 110x180cm + 1 X Pillow Inserts (Multiple Sizes) + 1 X CUSTOM PILLOWS + 1 X Pillow Inserts (Multiple Sizes) + 1 X CUSTOM PILLOWS + 1 X Jasper custom pillow + 1 X Jasper custom pillow + 1 X Pillow Inserts (Multiple Sizes) + 1 X Pillow Inserts (Multiple Sizes) + 1 X CUSTOM PILLOWS + 1 X Pillow Inserts (Multiple Sizes)",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,249.99000,21.87413,0.00000,0.00000,271.86413,,The Belgian Towel Fouta 110x180cm / Multi Stripe,,,,5411503,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,65.99000,5.77413,0.00000,0.00000,71.76413,,"Velvet Tuft Round Cushion, Gold",,,,01-8889,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,65.99000,5.77413,0.00000,0.00000,71.76413,,"Velvet Tuft Round Cushion, Gold",,,,01-8889,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,249.99000,21.87413,0.00000,0.00000,271.86413,,The Belgian Towel Fouta 110x180cm / Multi Stripe,,,,5411503,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,"Pillow Inserts (Multiple Sizes) / 26""x26""",,,,10144,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,84.99000,7.43663,0.00000,0.00000,92.42663,,CUSTOM PILLOWS / 84.99,,,,10083,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,"Pillow Inserts (Multiple Sizes) / 26""x26""",,,,10144,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,84.99000,7.43663,0.00000,0.00000,92.42663,,CUSTOM PILLOWS / 84.99,,,,10083,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,274.99000,24.06163,0.00000,0.00000,299.05163,,Jasper custom pillow / medium,,,,10191,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,274.99000,24.06163,0.00000,0.00000,299.05163,,Jasper custom pillow / medium,,,,10191,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,"Pillow Inserts (Multiple Sizes) / 24""x24""",,,,10143,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,"Pillow Inserts (Multiple Sizes) / 24""x24""",,,,10143,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,129.99000,11.37413,0.00000,0.00000,141.36413,,CUSTOM PILLOWS / 129.99,,,,10103,,,,
2026-08-22 13:30:08,130,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,"Pillow Inserts (Multiple Sizes) / ""16 x 23""",,,,10141,,,,
2026-08-22 13:28:58,130,Payment,,,,,,,,,,1720.27000,Lightspeed Payments,,,,,,,,
2026-08-22 12:28:57,129,Sale,WALKIN,,,1,16.99,1.49,0.00000,0.00000,18.48,,1 X Flameless Rechargeable Candle Lighter - Gold,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-22 12:28:57,129,Sale Line,,,,1.00000,16.99000,1.48663,0.00000,0.00000,18.47663,,Flameless Rechargeable Candle Lighter - Gold,,,,10043,,,,
2026-08-22 12:28:52,129,Payment,,,,,,,,,,18.48000,Lightspeed Payments,,,,,,,,
2026-08-22 12:11:09,128,Sale,WALKIN,,,1,7.99,0.70,0.00000,0.00000,8.69,,"1 X Cast Iron Mouse, 3 Styles",Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-22 12:11:09,128,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-22 12:10:54,128,Payment,,,,,,,,,,8.69000,Lightspeed Payments,,,,,,,,
2026-08-22 09:51:55,127,Sale,WALKIN,,,2,133.98,11.72,0.00000,0.00000,145.7,,1 X CUSTOM PILLOWS + 1 X 1st Edition Notecards,Main Register,bparedes@pepperandolive.com,CLOSED,,,,closed,
2026-08-22 09:51:55,127,Sale Line,,,,1.00000,129.99000,11.37413,0.00000,0.00000,141.36413,,CUSTOM PILLOWS / 129.99,,,,10103,,,,
2026-08-22 09:51:55,127,Sale Line,,,,1.00000,3.99000,0.34913,0.00000,0.00000,4.33913,,1st Edition Notecards,,,,PP482,,,,
2026-08-22 09:51:40,127,Payment,,,,,,,,,,145.70000,Lightspeed Payments,,,,,,,,
2026-08-20 13:26:52,126,Sale,WALKIN,,,5,83.95,7.35,0.00000,0.00000,91.3,,"1 X Fodory - Vintage Farmhouse Wooden Brush + 1 X all natural dish soap-citrus bliss + 1 X Cast Iron Mouse, 3 Styles + 1 X Bistro Glass Citrus Hand Press Juicer + 1 X Stainless Steel Blade & Faux Leather Tie, Natural",Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-20 13:26:52,126,Sale Line,,,,1.00000,8.99000,0.78663,0.00000,0.00000,9.77663,,Fodory - Vintage Farmhouse Wooden Brush / A,,,,CL-BR-WD-SI-046,,,,
2026-08-20 13:26:52,126,Sale Line,,,,1.00000,19.99000,1.74913,0.00000,0.00000,21.73913,,all natural dish soap-citrus bliss,,,,10183,,,,
2026-08-20 13:26:52,126,Sale Line,,,,1.00000,7.99000,0.69913,0.00000,0.00000,8.68913,,"Cast Iron Mouse, 3 Styles",,,,DE0391A,,,,
2026-08-20 13:26:52,126,Sale Line,,,,1.00000,24.99000,2.18663,0.00000,0.00000,27.17663,,Bistro Glass Citrus Hand Press Juicer,,,,GMN101,,,,
2026-08-20 13:26:52,126,Sale Line,,,,1.00000,21.99000,1.92413,0.00000,0.00000,23.91413,,"Stainless Steel Blade & Faux Leather Tie, Natural",,,,DG1219,,,,
2026-08-20 13:26:41,126,Payment,,,,,,,,,,91.30000,Lightspeed Payments,,,,,,,,
2026-08-20 12:58:15,125,Sale,WALKIN,,,2,97.98,8.57,0.00000,0.00000,106.55,,1 X Horezu Bowl + 1 X Horezu Bowl,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-20 12:58:15,125,Sale Line,,,,1.00000,48.99000,4.28663,0.00000,0.00000,53.27663,,Horezu Bowl,,,,10273,,,,
2026-08-20 12:58:15,125,Sale Line,,,,1.00000,48.99000,4.28663,0.00000,0.00000,53.27663,,Horezu Bowl,,,,10273,,,,
2026-08-20 12:58:10,125,Payment,,,,,,,,,,106.55000,Lightspeed Payments,,,,,,,,
2026-08-20 11:46:49,124,Sale,WALKIN,,,2,69.98,6.12,0.00000,0.00000,76.1,,1 X Tortoise salad Servers + 1 X Book,Main Register,sledesma@pepperandolive.com,CLOSED,,,,closed,
2026-08-20 11:46:49,124,Sale Line,,,,1.00000,29.99000,2.62413,0.00000,0.00000,32.61413,,Tortoise salad Servers,,,,10239,,,,
2026-08-20 11:46:49,124,Sale Line,,,,1.00000,39.99000,3.49913,0.00000,0.00000,43.48913,,Book,,,,10308,,,,
2026-08-20 11:46:34,124,Payment,,,,,,,,,,76.10000,Lightspeed Payments,,,,,,,,
2026-08-19 13:50:32,123,Sale,WALKIN,,,2,15.98,1.40,0.00000,0.00000,17.38,,"1 X Cast Iron Mouse, 3 Styles + 1 X Cast Iron Mouse, 3 Styles",Main Register,kyra@therujis.com,CLOSED,,,,closed,
